_ID,TimeSt,Country,Province,City,Latitude,Longitude
4581069,02:26.0,CA,MB,Winnipeg,49.884,-97.165
4581124,02:27.2,CA,ON,Brampton,43.76399,-79.71883
4581159,02:26.2,CA,SK,Saskatoon,52.1225,-106.7249
4581229,02:27.3,CA,ON,Brampton,43.7796,-79.7681
4581272,02:27.3,CA,ON,Scarborough,43.8315,-79.2599
4581357,02:28.4,CA,SK,Saskatoon,52.1209,-106.57283
4581417,02:30.0,CA,SK,Saskatoon,52.1569,-106.59797
4581449,02:29.6,CA,AB,Bonnyville,54.26948,-110.72649
4581542,02:30.2,CA,ON,Toronto,43.6682,-79.4209
4581560,02:27.9,CA,ON,Parry Sound,45.3497,-80.0085
4581611,02:28.9,CA,AB,Cold Lake,54.4792,-110.203
4581630,02:29.1,CA,AB,Cold Lake,54.4792,-110.203
4581634,02:30.3,CA,ON,Kitchener,43.4307,-80.4878
4581672,02:31.1,CA,ON,Toronto,43.696,-79.412
4581685,02:32.4,CA,AB,Calgary,51.0486,-113.968
4581752,02:28.7,CA,ON,Kanata,45.2975,-75.9199
4581791,02:30.3,CA,AB,Calgary,50.89867,-113.95401
4581836,02:31.1,CA,AB,Sherwood Park,53.528,-113.2512
4581888,02:32.8,CA,AB,Calgary,50.9819,-114.1004
4581977,02:31.1,CA,AB,Sherwood Park,53.528,-113.2512
4582047,02:28.2,CA,SK,Saskatoon,52.1418,-106.702
4582117,02:30.1,CA,AB,Calgary,50.9278,-113.9682
4582132,02:30.6,CA,ON,Toronto,43.6769,-79.4437
4582227,02:31.7,CA,AB,Edmonton,53.4154,-113.4178
4582255,02:32.8,CA,AB,Calgary,50.9819,-114.1004
4582348,02:33.3,CA,ON,Etobicoke,43.6928,-79.531
4582413,02:30.5,CA,AB,Calgary,50.9316,-114.096
4582512,02:32.6,CA,SK,Saskatoon,52.1225,-106.72488
4582578,02:33.7,CA,AB,Calgary,51.0494,-113.9564
4582656,02:37.7,CA,AB,Calgary,51.03887,-114.07102
4582699,02:37.8,CA,AB,Calgary,51.1396,-114.13
4582762,02:35.0,CA,QC,Sainte-Foy,46.7823,-71.2882
4582798,02:37.8,CA,AB,Calgary,51.0433,-114.064
4582879,02:37.9,CA,AB,Redwood Meadows,50.9514,-114.3591
4582950,02:33.4,CA,AB,Edmonton,53.41541,-113.4178
4583049,02:33.8,CA,ON,Oakville,43.4309,-79.7767
4583079,02:37.8,CA,AB,Lethbridge,49.6836,-112.834
4583097,02:37.9,CA,AB,Calgary,51.0433,-114.064
4583170,02:36.7,CA,QC,Saint-Constant,45.3668,-73.5659
4583197,02:37.9,CA,AB,Calgary,51.0433,-114.064
4583251,02:38.0,CA,ON,North York,43.7566,-79.4035
4583340,02:37.9,CA,AB,Calgary,51.0433,-114.064
4583342,02:38.3,CA,ON,Windsor,42.3159,-83.0311
4583384,02:38.4,CA,AB,Edmonton,53.6134,-113.541
4583436,02:38.7,CA,AB,Edmonton,53.572,-113.433
4583452,02:38.8,CA,ON,Toronto,43.6682,-79.4209
4583495,02:38.9,CA,AB,Edmonton,53.5178,-113.552
4583515,02:40.3,CA,MB,Zhoda,49.2714,-96.663
4583564,02:40.8,CA,SK,Moose Jaw,50.3887,-105.533
4583632,02:37.8,CA,AB,Calgary,51.09298,-114.14325
4583670,02:38.3,CA,AB,Calgary,51.0494,-113.9564
4583764,02:38.5,CA,AB,Edmonton,53.47957,-113.51341
4583773,02:37.8,CA,AB,Calgary,51.0104,-114.066
4583781,02:38.6,CA,ON,Toronto,43.6651,-79.4369
4583843,02:38.8,CA,AB,Edmonton,53.5178,-113.552
4583874,02:38.5,CA,AB,Edmonton,53.47957,-113.51341
4583913,02:42.2,CA,ON,Brampton,43.76463,-79.72272
4584000,02:42.3,CA,ON,Brampton,43.7476,-79.6912
4584028,02:38.2,CA,ON,Kitchener,43.4453,-80.4905
4584059,02:38.3,CA,AB,Calgary,51.08723,-113.97823
4584121,02:38.5,CA,QC,Ste.-Anne-De-Bellevue,45.3986,-73.8553
4584210,02:38.8,CA,ON,East York,43.6906,-79.3125
4584264,02:43.6,CA,AB,Calgary,51.1467,-114.3133
4584294,02:38.5,CA,ON,Etobicoke,43.6874,-79.5886
4584301,02:43.6,CA,AB,Calgary,51.1467,-114.3133
4584372,02:38.6,CA,ON,Markham,43.8451,-79.3175
4584424,02:38.5,CA,ON,Etobicoke,43.6874,-79.5886
4584470,02:38.9,CA,ON,East York,43.6906,-79.3125
4584480,02:41.0,CA,MB,Winnipeg,49.893,-97.001
4584523,02:42.3,CA,ON,Etobicoke,43.6068,-79.5063
4584527,02:42.3,CA,QC,Laval,45.6409,-73.7542
4584595,02:42.3,CA,ON,Etobicoke,43.6381,-79.5787
4584649,02:43.6,CA,ON,Scarborough,43.79248,-79.31981
4584716,02:44.9,CA,AB,Edmonton,53.55,-113.5
4584798,02:43.6,CA,ON,Scarborough,43.79248,-79.31981
4584834,02:45.6,CA,AB,Calgary,50.90533,-114.04496
4584880,02:45.3,CA,AB,Calgary,50.89613,-113.94764
4584884,02:44.9,CA,AB,Edmonton,53.55,-113.5
4584920,02:46.5,CA,AB,Wrentham,49.4282,-112.384
4584976,02:43.1,CA,AB,Airdrie,51.3082,-114.0398
4585010,02:43.7,CA,SK,Saskatoon,52.1242,-106.665
4585044,02:46.5,CA,AB,Calgary,51.03292,-113.98363
4585082,02:47.4,CA,AB,Edmonton,53.4383,-113.40904
4585127,02:44.8,CA,AB,Calgary,51.1726,-114.101
4585186,02:45.7,CA,AB,Edmonton,53.6124,-113.5337
4585240,02:49.1,CA,AB,St Albert,53.62972,-113.58817
4585320,02:47.1,CA,AB,Calgary,51.0823,-113.9578
4585372,02:48.8,CA,ON,North York,43.69591,-79.49831
4585446,02:52.9,CA,AB,Calgary,51.0818,-113.959
4585525,02:52.9,CA,AB,Calgary,50.9316,-114.096
4585618,02:52.9,CA,AB,Calgary,50.9316,-114.096
4585668,02:50.7,CA,AB,Calgary,50.9505,-113.947
4585756,02:53.0,CA,AB,Cochrane,51.2021,-114.2453
4585778,02:53.0,CA,AB,Calgary,50.9722,-114.062
4585866,02:54.0,CA,ON,Brampton,43.69658,-79.83985
4585923,02:54.1,CA,QC,Montréal,45.533,-73.6047
4586004,02:50.5,CA,AB,Calgary,50.9505,-113.947
4586070,02:52.9,CA,AB,Calgary,51.0823,-113.9578
4586164,02:53.2,CA,ON,Toronto,43.6798,-79.3517
4586171,02:53.3,CA,AB,Edmonton,53.5408,-113.509
4586213,02:49.6,CA,AB,Edmonton,53.4564,-113.521
4586219,02:52.9,CA,AB,Airdrie,51.2667,-114.0167
4586259,02:53.0,CA,AB,Lacombe,52.46561,-113.73394
4586270,02:53.2,CA,BC,New Westminster,49.3231,-122.8626
4586274,02:53.3,CA,AB,Edmonton,53.5408,-113.509
4586342,02:54.0,CA,NS,Sydney,46.1356,-60.1788
4586422,02:54.1,CA,QC,Montréal,45.533,-73.6047
4586482,02:53.0,CA,AB,Lacombe,52.46561,-113.73394
4586565,02:53.0,CA,ON,Fort Frances,48.6116,-93.3976
4586567,02:53.7,CA,AB,Edmonton,53.5955,-113.44
4586638,02:54.1,CA,QC,Montréal,45.533,-73.6047
4586647,02:54.0,CA,NS,Sydney,46.1356,-60.1788
4586696,02:54.7,CA,AB,Edmonton,53.5185,-113.6579
4586720,02:55.1,CA,QC,Gatineau,45.5067,-75.6292
4586789,02:57.5,CA,SK,Saskatoon,52.1369,-106.638
4586836,02:53.9,CA,NS,Sydney,46.1356,-60.1788
4586918,02:55.6,CA,SK,Saskatoon,52.1225,-106.72488
4587000,02:57.3,CA,AB,Edmonton,53.41541,-113.4178
4587061,02:54.7,CA,AB,Calgary,50.93676,-114.0107
4587077,02:55.7,CA,ON,Brockville,44.617,-75.7036
4587094,02:57.7,CA,AB,Fort Mcmurray,56.695,-111.337
4587106,02:55.1,CA,ON,Saint Catharines,43.1644,-79.2456
4587169,02:55.7,CA,ON,Brockville,44.617,-75.7036
4587263,02:55.4,CA,ON,Toronto,43.6459,-79.3857
4587272,02:55.4,CA,QC,Montréal,45.499,-73.5765
4587324,02:55.6,CA,QC,Montréal,45.47181,-73.60477
4587388,02:57.4,CA,SK,Swift Current,50.3004,-107.802
4587404,02:55.6,CA,QC,Montréal,45.47181,-73.60477
4587452,02:59.3,CA,AB,Fort Mcmurray,56.6764,-111.3343
4587497,02:59.0,CA,AB,Calgary,51.0494,-113.9564
4587586,03:00.4,CA,AB,Fort Mcmurray,56.7377,-111.438
4587662,02:59.0,CA,AB,Calgary,51.0494,-113.9564
4587761,03:00.4,CA,SK,Saskatoon,52.1225,-106.72488
4587858,03:00.6,CA,ON,Thunder Bay,48.3738,-89.2779
4587879,03:00.7,CA,QC,Gatineau,45.5067,-75.6292
4587940,02:59.4,CA,ON,Toronto,43.6736,-79.4035
4587983,03:00.3,CA,AB,Calgary,51.0475,-114.068
4588032,03:00.4,CA,ON,Toronto,43.7537,-79.2659
4588127,03:00.4,CA,ON,Ottawa,45.3291,-75.6548
4588147,03:02.9,CA,QC,Montréal,45.5522,-73.6417
4588204,03:00.5,CA,ON,Ottawa,45.4555,-75.6552
4588262,03:00.6,CA,AB,Calgary,51.04745,-114.1805
4588318,03:00.8,CA,ON,Toronto,43.6466,-79.4493
4588385,03:03.7,CA,AB,Calgary,51.133,-113.856
4588389,03:00.4,CA,QC,Saint-Laurent,45.50387,-73.68473
4588486,03:00.5,CA,ON,Toronto,43.6466,-79.4493
4588491,03:00.6,CA,ON,Brampton,43.7942,-79.7021
4588589,03:00.9,CA,AB,Leduc,53.2668,-113.552
4588676,03:00.5,CA,ON,Toronto,43.6466,-79.4493
4588761,03:01.3,CA,ON,Toronto,43.6319,-79.3716
4588832,03:03.3,CA,ON,Mississauga,43.59586,-79.61284
4588917,03:01.2,CA,QC,Dorval,45.4431,-73.751
4588934,03:02.0,CA,AB,Edmonton,53.4104,-113.517
4589002,03:04.6,CA,AB,Calgary,51.0494,-113.9564
4589006,03:08.4,CA,ON,Toronto,43.7129,-79.3888
4589051,03:08.4,CA,ON,Thornhill,43.8395,-79.3831
4589060,03:08.5,CA,ON,Milton,43.515,-79.8821
4589070,03:08.7,CA,NB,Moncton,46.1033,-64.815
4589161,03:05.5,CA,AB,Calgary,50.9819,-114.1004
4589226,03:08.2,CA,AB,Calgary,51.0571,-114.077
4589264,03:08.4,CA,AB,Calgary,50.9722,-114.062
4589346,03:05.4,CA,AB,Spruce Grove,53.54628,-113.88183
4589397,03:08.0,CA,QC,Sherbrooke,45.4134,-71.8776
4589409,03:08.0,CA,ON,Thunder Bay,48.4294,-89.2284
4589506,03:08.2,CA,BC,Vancouver,49.293,-123.048
4589600,03:08.6,CA,AB,Calgary,51.0571,-114.077
4589647,03:08.6,CA,AB,Calgary,51.0571,-114.077
4589671,03:08.8,CA,AB,Edmonton,53.54798,-113.59419
4589731,03:08.6,CA,AB,Calgary,51.0571,-114.077
4589750,03:08.9,CA,ON,Toronto,43.7068,-79.3991
4589759,03:09.2,CA,ON,Brampton,43.6971,-79.7944
4589764,03:07.3,CA,AB,Wetaskiwin,52.8333,-113.45
4589859,03:08.6,CA,AB,Calgary,51.0081,-114.073
4589945,03:09.0,CA,ON,Toronto,43.6563,-79.3858
4590000,03:09.1,CA,ON,Toronto,43.6563,-79.3858
4590088,03:09.7,CA,AB,Calgary,50.9093,-114.1028
4590185,03:10.5,CA,AB,Calgary,51.063,-113.889
4590265,03:09.6,CA,MB,Winnipeg,49.8903,-97.1474
4590340,03:10.1,CA,AB,Edmonton,53.54798,-113.59419
4590410,03:10.5,CA,NL,St. John's,47.561,-52.7116
4590488,03:09.9,CA,QC,Sainte-Foy,46.7823,-71.2882
4590502,03:10.1,CA,ON,North York,43.79507,-79.42559
4590545,03:11.2,CA,AB,Edmonton,53.54798,-113.59419
4590607,03:13.5,CA,AB,Calgary,51.0876,-114.0214
4590612,03:09.8,CA,QC,Sainte-Foy,46.7823,-71.2882
4590689,03:10.1,CA,AB,Edmonton,53.54798,-113.59419
4590691,03:10.3,CA,AB,Edmonton,53.57603,-113.48922
4590720,03:10.1,CA,AB,Edmonton,53.4179,-113.5785
4590754,03:10.2,CA,ON,Orillia,44.6078,-79.4175
4590763,03:12.7,CA,SK,Regina,50.47032,-104.59794
4590821,03:10.3,CA,AB,Edmonton,53.57603,-113.48922
4590844,03:15.6,CA,ON,Brampton,43.7796,-79.7681
4590853,03:15.6,CA,QC,Montréal,45.4978,-73.5798
4590952,03:11.3,CA,AB,Edmonton,53.54798,-113.59419
4590975,03:12.0,CA,AB,Edmonton,53.5442,-113.495
4591050,03:14.9,CA,AB,Edmonton,53.54798,-113.59419
4591127,03:15.6,CA,ON,Kingston,44.2585,-76.4897
4591184,03:12.0,CA,AB,Edmonton,53.5442,-113.495
4591212,03:15.8,CA,AB,Calgary,51.1264,-114.1419
4591240,03:14.9,CA,AB,Edmonton,53.54798,-113.59419
4591323,03:14.8,CA,AB,Calgary,51.0419,-114.2
4591360,03:15.0,CA,AB,Edmonton,53.465,-113.414
4591433,03:15.7,CA,ON,Toronto,43.75234,-79.35632
4591481,03:19.3,CA,QC,Gatineau,45.5067,-75.6292
4591526,03:15.6,CA,ON,Mississauga,43.5873,-79.6076
4591571,03:15.6,CA,ON,Richmond Hill,43.8939,-79.4375
4591655,03:15.6,CA,AB,Calgary,51.0242,-114.1004
4591698,03:16.9,CA,AB,Calgary,51.0829,-114.095
4591702,03:17.3,CA,ON,Toronto,43.672,-79.3791
4591776,03:15.6,CA,AB,Calgary,51.0242,-114.1004
4591869,03:17.5,CA,AB,Airdrie,51.3082,-114.0398
4591911,03:17.7,CA,ON,Oakville,43.4309,-79.7767
4591930,03:19.1,CA,ON,Toronto,43.6459,-79.3857
4591986,03:19.2,CA,QC,Gatineau,45.5067,-75.6292
4591987,03:14.6,CA,ON,Toronto,43.7264,-79.3978
4591990,03:15.6,CA,ON,London,43.02465,-81.28016
4592023,03:17.0,CA,ON,Fort Erie,42.9052,-78.9365
4592092,03:17.2,CA,QC,Outremont,45.5218,-73.6031
4592101,03:17.4,CA,AB,Airdrie,51.3082,-114.0398
4592143,03:16.8,CA,ON,Fort Erie,42.9052,-78.9365
4592208,03:18.5,CA,MB,Winnipeg,49.9429,-97.1651
4592220,03:22.8,CA,QC,Dorval,45.4431,-73.751
4592288,03:24.3,CA,ON,Barrie,44.3303,-79.7268
4592290,03:24.8,CA,AB,Edmonton,53.4593,-113.4145
4592378,03:23.3,CA,AB,Calgary,51.08201,-113.96235
4592467,03:24.8,CA,AB,Edmonton,53.4593,-113.4145
4592562,03:23.4,CA,AB,Calgary,51.1229,-114.189
4592650,03:24.1,CA,AB,Calgary,51.0486,-113.968
4592738,03:26.4,CA,AB,Calgary,51.0915,-114.2073
4592758,03:23.6,CA,AB,Calgary,51.0695,-114.12506
4592793,03:23.8,CA,ON,Burlington,43.393,-79.8137
4592831,03:23.1,CA,ON,Thornhill,43.8395,-79.3831
4592853,03:23.8,CA,ON,Burlington,43.393,-79.8137
4592940,03:23.2,CA,AB,Calgary,51.0416,-114.068
4593021,03:27.1,CA,AB,Calgary,51.12598,-114.24403
4593096,03:23.1,CA,QC,La Malbaie-Pointe-Au-Pic,47.62442,-70.143
4593100,03:23.2,CA,ON,North York,43.76301,-79.33801
4593172,03:23.6,CA,AB,Calgary,51.0486,-113.968
4593258,03:28.0,CA,ON,Thornhill,43.8395,-79.3831
4593277,03:29.6,CA,AB,Calgary,51.03922,-113.97842
4593300,03:28.5,CA,AB,Calgary,51.0823,-113.9578
4593334,03:30.7,CA,ON,Woodbridge,43.7923,-79.5524
4593353,03:30.8,CA,ON,Etobicoke,43.73821,-79.56767
4593396,03:31.0,CA,AB,Calgary,51.04988,-114.16644
4593399,03:28.2,CA,AB,Calgary,51.04047,-114.07463
4593403,03:28.2,CA,BC,Burnaby,49.22979,-123.01254
4593424,03:28.3,CA,ON,North York,43.76187,-79.57559
4593476,03:30.4,CA,AB,Calgary,51.0242,-114.1004
4593561,03:30.8,CA,ON,Brampton,43.6971,-79.7944
4593648,03:32.1,CA,NB,Moncton,46.1033,-64.815
4593654,03:32.6,CA,NB,Moncton,46.1033,-64.815
4593708,03:29.1,CA,AB,Fort Mcmurray,56.664,-111.1357
4593787,03:30.8,CA,ON,Ajax,43.8959,-79.0344
4593790,03:31.2,CA,AB,Calgary,51.1467,-114.3133
4593860,03:31.5,CA,AB,Calgary,51.03922,-113.97842
4593917,03:31.6,CA,ON,Niagara Falls,43.1065,-79.0683
4593927,03:32.3,CA,ON,Thornhill,43.8395,-79.3831
4593971,03:33.0,CA,AB,Calgary,50.9093,-114.1028
4593972,03:28.2,CA,AB,Airdrie,51.2637,-114.021
4594062,03:33.0,CA,AB,Calgary,50.9093,-114.1028
4594151,03:28.2,CA,SK,Saskatoon,52.28007,-106.66748
4594194,03:30.0,CA,AB,Fort Mcmurray,56.74308,-111.47651
4594277,03:30.7,CA,QC,Montréal,45.5066,-73.6291
4594293,03:30.8,CA,ON,Ajax,43.8959,-79.0344
4594383,03:31.5,CA,AB,Calgary,51.0494,-113.9564
4594438,03:30.6,CA,AB,Fort Mcmurray,56.695,-111.337
4594466,03:32.3,CA,ON,Thornhill,43.8395,-79.3831
4594543,03:33.0,CA,AB,Edmonton,53.43941,-113.40575
4594626,03:35.4,CA,AB,Edmonton,53.54798,-113.59419
4594691,03:32.7,CA,ON,Oakville,43.445,-79.763
4594772,03:35.0,CA,ON,North York,43.7818,-79.377
4594806,03:35.9,CA,AB,Edmonton,53.465,-113.414
4594813,03:32.7,CA,NB,Moncton,46.1033,-64.815
4594817,03:34.0,CA,ON,Newmarket,44.0587,-79.4591
4594865,03:36.0,CA,AB,Edmonton,53.54798,-113.59419
4594899,03:33.5,CA,QC,Gatineau,45.5067,-75.6292
4594955,03:35.8,CA,AB,Edmonton,53.54798,-113.59419
4594995,03:36.0,CA,AB,Edmonton,53.54798,-113.59419
4595079,03:36.3,CA,AB,Edmonton,53.55848,-113.49825
4595118,03:35.2,CA,ON,Toronto,43.6682,-79.4209
4595185,03:36.1,CA,ON,Kanata,45.2975,-75.9199
4595224,03:35.7,CA,QC,Montréal,45.49577,-73.55319
4595279,03:38.4,CA,QC,Saint-Nicolas,46.6842,-71.3827
4595313,03:38.8,CA,AB,Red Deer,52.2895,-113.814
4595403,03:39.5,CA,AB,Edmonton,53.54798,-113.59419
4595492,03:40.2,CA,AB,Red Deer,52.2895,-113.814
4595507,03:38.2,CA,QC,Quebec,46.84492,-71.42656
4595527,03:38.5,CA,SK,Lake Lenore,52.3167,-104.8178
4595569,03:38.7,CA,AB,Red Deer,52.2895,-113.814
4595575,03:38.9,CA,SK,Saskatoon,52.1283,-106.625
4595625,03:39.4,CA,AB,Ardrossan,53.55,-113.1333
4595678,03:39.9,CA,ON,Ancaster,43.208,-79.9652
4595684,03:40.2,CA,ON,Ancaster,43.208,-79.9652
4595728,03:40.5,CA,AB,Sherwood Park,53.5167,-113.3167
4595734,03:40.2,CA,ON,Ancaster,43.208,-79.9652
4595803,03:38.2,CA,AB,Wetaskiwin,52.8292,-113.451
4595816,03:38.3,CA,AB,Three Hills,51.8332,-113.218
4595846,03:39.0,CA,ON,Toronto,43.6862,-79.402
4595849,03:40.5,CA,AB,Sherwood Park,53.5167,-113.3167
4595910,03:39.3,CA,ON,Mississauga,43.56781,-79.74205
4595941,03:40.3,CA,QC,Saint-Constant,45.3668,-73.5659
4596020,03:38.7,CA,AB,Red Deer,52.2895,-113.814
4596049,03:38.9,CA,ON,Brampton,43.7033,-79.7603
4596054,03:38.7,CA,AB,Red Deer,52.2694,-113.769
4596123,03:39.3,CA,NB,Moncton,46.1183,-64.7338
4596148,03:39.4,CA,AB,Ardrossan,53.55,-113.1333
4596189,03:43.5,CA,AB,Coronation,52.09569,-111.45104
4596196,03:43.6,CA,AB,Fort Saskatchewan,53.7017,-113.222
4596284,03:43.7,CA,AB,Edmonton,53.49917,-113.50047
4596285,03:44.6,CA,ON,Burlington,43.37667,-79.75833
4596296,03:43.3,CA,AB,Lloydminster,53.2563,-110.0346
4596325,03:43.4,CA,AB,Calgary,51.063,-113.889
4596338,03:46.0,CA,AB,Calgary,51.1229,-114.189
4596371,03:47.4,CA,ON,Mississauga,43.697,-79.65
4596402,03:43.4,CA,AB,Edmonton,53.55,-113.5
4596456,03:43.6,CA,AB,Edmonton,53.5181,-113.5797
4596499,03:43.7,CA,AB,Wetaskiwin,52.8333,-113.45
4596520,03:46.0,CA,SK,Saskatoon,52.116,-106.669
4596607,03:46.8,CA,ON,Ottawa,45.4298,-75.6931
4596631,03:47.6,CA,ON,Aurora,44.0065,-79.4504
4596714,03:47.9,CA,AB,Edmonton,53.41789,-113.4663
4596720,03:45.0,CA,AB,Calgary,51.0494,-113.9564
4596737,03:46.7,CA,AB,Edmonton,53.4179,-113.5785
4596799,03:46.7,CA,AB,Airdrie,51.2889,-114.015
4596813,03:46.1,CA,SK,Saskatoon,52.1242,-106.665
4596905,03:47.0,CA,ON,Brampton,43.7536,-79.8022
4596922,03:47.7,CA,ON,North York,43.787,-79.4169
4596980,03:48.1,CA,ON,Toronto,43.6414,-79.4151
4597044,03:49.1,CA,AB,Edmonton,53.55848,-113.49825
4597119,03:52.4,CA,AB,Edmonton,53.4154,-113.4178
4597201,03:50.8,CA,ON,Burlington,43.3889,-79.7682
4597212,03:53.7,CA,ON,Brantford,43.1732,-80.2582
4597218,03:54.4,CA,AB,Calgary,51.1414,-114.076
4597261,03:54.4,CA,AB,Calgary,51.1414,-114.076
4597305,03:54.7,CA,AB,Calgary,51.0189,-114.157
4597371,03:55.0,CA,AB,Sherwood Park,53.5199,-113.33
4597418,03:55.3,CA,AB,Calgary,51.0571,-114.077
4597517,03:54.6,CA,AB,Calgary,51.0829,-114.095
4597527,03:54.8,CA,ON,Mississauga,43.57764,-79.61381
4597537,03:55.1,CA,AB,Calgary,51.0571,-114.077
4597592,03:57.2,CA,ON,Sudbury,46.5213,-80.947
4597622,03:58.1,CA,AB,Calgary,50.8476,-114.1958
4597696,03:57.2,CA,ON,Sudbury,46.5213,-80.947
4597770,03:58.6,CA,AB,Edson,53.70229,-116.26532
4597783,03:54.6,CA,AB,Calgary,51.10719,-113.92847
4597851,03:54.7,CA,ON,Springbrook,43.67276,-79.81908
4597897,03:55.2,CA,AB,Calgary,51.0486,-113.968
4597971,03:54.8,CA,AB,Calgary,51.08201,-113.96235
4598014,03:55.0,CA,ON,Burlington,43.3548,-79.7607
4598081,03:55.1,CA,AB,Calgary,51.0571,-114.077
4598165,03:55.3,CA,AB,Calgary,51.0818,-113.959
4598212,03:58.7,CA,QC,Dorval,45.4431,-73.751
4598236,03:58.9,CA,AB,Okotoks,50.7362,-113.9695
4598259,03:55.8,CA,AB,Calgary,51.0494,-113.9564
4598317,03:58.5,CA,ON,Ottawa,45.3244,-75.6048
4598353,03:58.6,CA,AB,Red Deer,52.2651,-113.794
4598364,03:58.7,CA,AB,Calgary,51.0509,-114.208
4598388,03:58.9,CA,AB,Calgary,50.9722,-114.062
4598419,03:58.7,CA,AB,Calgary,51.0509,-114.208
4598492,04:00.1,CA,AB,Red Deer,52.2696,-113.76397
4598539,03:58.5,CA,AB,Calgary,51.0829,-114.095
4598563,03:58.9,CA,AB,Fort Mcmurray,56.7377,-111.438
4598571,03:59.0,CA,AB,Calgary,51.063,-113.889
4598601,03:58.9,CA,AB,Fort Mcmurray,56.7377,-111.438
4598655,03:59.6,CA,AB,Edmonton,53.4113,-113.452
4598665,04:02.7,CA,AB,Edmonton,53.624,-113.441
4598724,03:59.1,CA,AB,Red Deer,52.2895,-113.814
4598817,03:59.9,CA,AB,Leduc,53.2668,-113.552
4598882,04:00.8,CA,AB,Calgary,51.1264,-114.1419
4598923,04:01.1,CA,AB,Calgary,51.09326,-114.07867
4598991,04:01.3,CA,AB,Calgary,51.1414,-114.076
4599011,03:59.0,CA,AB,Edmonton,53.4104,-113.517
4599052,04:01.8,CA,ON,Newmarket,44.039,-79.4724
4599112,04:02.8,CA,AB,Edmonton,53.624,-113.441
4599163,03:59.6,CA,AB,Calgary,51.0915,-114.2073
4599183,03:59.9,CA,ON,Mississauga,43.5924,-79.7611
4599272,04:04.6,CA,ON,Ottawa,45.4019,-75.7513
4599364,04:05.3,CA,ON,Saint Catharines,43.1941,-79.2525
4599435,04:04.3,CA,AB,Calgary,50.8889,-113.991
4599489,04:04.6,CA,ON,Ottawa,45.4019,-75.7513
4599536,04:04.6,CA,ON,Mississauga,43.5924,-79.6953
4599592,04:05.7,CA,QC,Gatineau,45.5067,-75.6292
4599594,04:06.7,CA,AB,Alberta Beach,53.63492,-114.22949
4599612,04:05.7,CA,QC,Gatineau,45.5067,-75.6292
4599643,04:05.4,CA,ON,Toronto,43.6477,-79.4174
4599732,04:05.6,CA,AB,Edmonton,53.4154,-113.4178
4599738,04:06.8,CA,AB,Calgary,51.12598,-114.24403
4599787,04:04.4,CA,AB,Sherwood Park,53.52284,-113.33213
4599838,04:04.9,CA,QC,Dorval,45.4431,-73.751
4599926,04:07.6,CA,QC,Dorval,45.4431,-73.751
4599951,04:08.2,CA,QC,Laval,45.6236,-73.6861
4600042,04:08.2,CA,QC,Laval,45.6236,-73.6861
4600135,04:09.1,CA,SK,Saskatoon,52.0961,-106.6252
4600141,04:09.3,CA,ON,Toronto,43.6682,-79.4209
4600186,04:07.1,CA,AB,Calgary,51.12598,-114.24403
4600217,04:09.3,CA,SK,Prince Albert,53.2054,-105.754
4600273,04:09.6,CA,ON,Scarborough,43.811,-79.337
4600344,04:09.7,CA,ON,Scarborough,43.798,-79.227
4600385,04:09.8,CA,AB,Calgary,50.9819,-114.1004
4600464,04:09.9,CA,AB,Calgary,51.0486,-113.968
4600472,04:10.0,CA,AB,Calgary,51.07151,-114.06871
4600484,04:10.4,CA,AB,Calgary,51.0818,-113.959
4600543,04:10.9,CA,BC,Richmond,49.16542,-123.12659
4600634,04:09.2,CA,ON,Brampton,43.78,-79.74
4600704,04:09.3,CA,AB,Spruce Grove,53.5533,-113.895
4600732,04:09.4,CA,AB,Edmonton,53.41541,-113.4178
4600751,04:12.5,CA,AB,Edmonton,53.55922,-113.55441
4600815,04:09.7,CA,AB,Red Deer,52.2529,-113.807
4600850,04:09.2,CA,ON,Brampton,43.78,-79.74
4600881,04:10.4,CA,AB,Ferrier,52.0827,-114.749
4600889,04:10.5,CA,AB,Calgary,51.08201,-113.96235
4600955,04:10.7,CA,QC,Plateau-Mont-Royal,45.5405,-73.6208
4600962,04:10.5,CA,AB,Calgary,51.0305,-114.149
4601055,04:10.7,CA,ON,Newmarket,44.039,-79.4724
4601119,04:14.0,CA,AB,Edmonton,53.4714,-113.46
4601175,04:14.2,CA,AB,Calgary,51.0412,-114.0762
4601245,04:13.8,CA,AB,Edmonton,53.4714,-113.46
4601328,04:13.8,CA,AB,Edmonton,53.6079,-113.424
4601416,04:14.3,CA,BC,Richmond,49.16542,-123.12659
4601459,04:13.9,CA,AB,Edmonton,53.4739,-113.483
4601557,04:14.3,CA,AB,Ardrossan,53.55,-113.1333
4601646,04:14.5,CA,AB,Calgary,51.0412,-114.0762
4601738,04:16.6,CA,AB,Calgary,51.133,-113.856
4601775,04:18.0,CA,NL,Grand Falls-Windsor,48.9341,-55.6512
4601779,04:17.8,CA,AB,Edmonton,53.5943,-113.42385
4601796,04:14.7,CA,BC,Richmond,49.16542,-123.12659
4601803,04:16.5,CA,AB,Calgary,51.03938,-114.12638
4601877,04:19.7,CA,ON,Toronto,43.6459,-79.3857
4601971,04:23.6,CA,AB,Edmonton,53.4567,-113.5801
4602069,04:23.6,CA,ON,Oakville,43.4462,-79.6688
4602089,04:23.6,CA,AB,Cochrane,51.1907,-114.4621
